Instancja;Czas;Jednostka;Wynik;Typ memetic;0 wyspa;1 wyspa;2 wyspa;3 wyspa;4 wyspa;;;;;;;;;;;;;;;;;;
ftv70.atsp;30433;ms;2125;1;23;21;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;29988;ms;2134;1;21;20;21;21;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29850;ms;2103;1;22;21;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;30035;ms;2125;1;22;20;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29914;ms;2138;1;22;21;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29981;ms;2121;1;22;20;22;23;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;30244;ms;2138;1;23;20;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;29817;ms;2138;1;22;20;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;30076;ms;2103;1;23;21;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29677;ms;2115;1;22;21;21;21;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;30033;ms;2103;1;23;21;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;30240;ms;2138;1;22;20;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29745;ms;2157;1;23;21;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;30156;ms;2125;1;23;21;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;29895;ms;2122;1;23;20;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;29962;ms;2121;1;22;20;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;29730;ms;2125;1;22;20;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29787;ms;2119;1;22;21;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;30085;ms;2124;1;23;21;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29886;ms;2145;1;22;20;21;21;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29540;ms;2102;1;22;21;23;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29728;ms;2125;1;23;21;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;29674;ms;2150;1;22;20;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29680;ms;2112;1;23;21;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29831;ms;2103;1;22;20;21;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29817;ms;2165;1;23;20;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29887;ms;2125;1;22;20;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29885;ms;2126;1;23;21;23;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;30017;ms;2124;1;23;20;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29795;ms;2125;1;22;20;21;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29926;ms;2153;1;23;21;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;30210;ms;2125;1;22;20;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;30085;ms;2108;1;22;21;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;30135;ms;2103;1;23;21;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;29752;ms;2103;1;23;21;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;30193;ms;2136;1;23;21;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;29850;ms;2132;1;21;20;22;21;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29930;ms;2165;1;23;20;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;30182;ms;2165;1;22;20;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;32308;ms;2138;1;23;21;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;30283;ms;2138;1;23;21;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;29652;ms;2158;1;23;20;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29993;ms;2125;1;23;21;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;32024;ms;2138;1;22;20;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29700;ms;2146;1;21;20;21;21;19;;;;;;;;;;;;;;;;;;
ftv70.atsp;29746;ms;2112;1;23;21;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29860;ms;2098;1;22;21;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29764;ms;2125;1;22;20;21;21;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29868;ms;2150;1;23;21;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;29866;ms;2142;1;22;20;23;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29849;ms;2122;1;23;21;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;30080;ms;2122;1;22;20;22;23;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29803;ms;2102;1;22;20;21;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29705;ms;2153;1;22;21;23;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;29887;ms;2122;1;23;20;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29705;ms;2128;1;22;20;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29526;ms;2125;1;22;20;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29857;ms;2102;1;22;20;21;21;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;30108;ms;2150;1;23;20;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29976;ms;2103;1;23;21;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;30340;ms;2148;1;22;20;21;21;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29854;ms;2125;1;23;21;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29953;ms;2139;1;22;21;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29852;ms;2125;1;22;20;21;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;30104;ms;2165;1;23;20;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;30174;ms;2138;1;22;20;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;29996;ms;2125;1;22;20;21;21;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;30080;ms;2125;1;23;20;22;23;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29619;ms;2153;1;23;21;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;30029;ms;2153;1;22;20;21;21;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;30252;ms;2125;1;22;20;21;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;30152;ms;2150;1;22;20;21;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29932;ms;2125;1;21;19;21;21;19;;;;;;;;;;;;;;;;;;
ftv70.atsp;29769;ms;2125;1;23;21;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;30107;ms;2125;1;22;20;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;30159;ms;2153;1;22;19;22;22;20;2127.08;2064;19.04947307;2165;21.326;30159;;;;;;;;;;;;
ftv70.atsp;35033;ms;2087;1;44;41;44;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34957;ms;2100;1;46;41;45;44;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34910;ms;2099;1;46;42;44;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;35001;ms;2072;1;45;41;44;44;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34546;ms;2075;1;45;41;44;45;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34838;ms;2100;1;46;41;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34843;ms;2072;1;44;40;43;43;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34902;ms;2100;1;44;40;44;44;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;35048;ms;2100;1;46;42;46;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;35269;ms;2099;1;45;42;44;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34742;ms;2072;1;44;39;43;43;39;;;;;;;;;;;;;;;;;;
ftv70.atsp;34989;ms;2100;1;45;41;45;44;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;35244;ms;2102;1;45;41;44;44;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34940;ms;2111;1;44;40;44;44;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;35048;ms;2099;1;44;41;44;44;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34723;ms;2087;1;46;41;45;44;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34999;ms;2072;1;45;42;44;45;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34920;ms;2072;1;44;41;44;44;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34713;ms;2100;1;45;41;44;44;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;35000;ms;2075;1;45;41;44;44;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;35106;ms;2100;1;44;40;43;44;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34792;ms;2072;1;45;40;44;44;39;;;;;;;;;;;;;;;;;;
ftv70.atsp;34863;ms;2094;1;45;41;44;45;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;35179;ms;2103;1;45;42;44;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;35675;ms;2100;1;45;41;44;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34785;ms;2085;1;46;42;44;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34678;ms;2100;1;45;41;44;45;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34603;ms;2100;1;44;39;43;43;38;;;;;;;;;;;;;;;;;;
ftv70.atsp;34662;ms;2102;1;42;39;43;43;38;;;;;;;;;;;;;;;;;;
ftv70.atsp;34779;ms;2103;1;45;41;44;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34533;ms;2103;1;45;42;44;45;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34968;ms;2102;1;45;42;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34830;ms;2099;1;44;41;43;44;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34773;ms;2103;1;44;41;45;44;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34972;ms;2102;1;46;41;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34799;ms;2102;1;45;41;44;44;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34785;ms;2100;1;45;42;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34569;ms;2084;1;44;40;43;43;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34690;ms;2100;1;45;41;45;45;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34753;ms;2102;1;45;41;44;44;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34962;ms;2099;1;45;41;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34826;ms;2053;1;45;41;45;45;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;35116;ms;2072;1;45;41;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34958;ms;2100;1;45;41;44;44;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34753;ms;2045;1;45;42;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34814;ms;2075;1;45;42;45;45;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34516;ms;2088;1;46;41;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34922;ms;2084;1;45;42;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34923;ms;2099;1;45;42;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34924;ms;2099;1;46;41;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34555;ms;2099;1;45;42;45;44;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34644;ms;2075;1;45;41;44;44;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34674;ms;2102;1;45;41;44;46;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;35055;ms;2100;1;44;41;44;44;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34797;ms;2075;1;45;41;44;44;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34660;ms;2055;1;45;41;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34871;ms;2100;1;45;42;46;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34751;ms;2100;1;46;42;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34598;ms;2092;1;45;41;45;44;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34522;ms;2099;1;46;42;45;45;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34719;ms;2100;1;44;41;45;44;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34653;ms;2102;1;46;41;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34755;ms;2072;1;45;42;44;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34757;ms;2102;1;46;42;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34820;ms;2099;1;45;41;44;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34788;ms;2075;1;45;41;44;45;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34805;ms;2047;1;45;41;45;45;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34628;ms;2099;1;45;42;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;35016;ms;2070;1;45;41;45;44;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34923;ms;2075;1;44;40;43;43;39;;;;;;;;;;;;;;;;;;
ftv70.atsp;34948;ms;2079;1;45;42;45;44;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;35744;ms;2095;1;38;35;38;37;34;;;;;;;;;;;;;;;;;;
ftv70.atsp;35107;ms;2100;1;44;40;43;44;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34939;ms;2072;1;45;42;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34916;ms;2100;1;44;41;44;44;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;37181;ms;2075;1;45;41;45;44;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34864;ms;2072;1;45;41;43;44;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34874;ms;2099;1;45;41;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34806;ms;2072;1;46;41;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34828;ms;2107;1;45;42;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34807;ms;2099;1;45;41;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34735;ms;2075;1;45;42;45;45;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34775;ms;2098;1;45;41;44;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34705;ms;2100;1;44;42;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;35011;ms;2084;1;46;41;45;44;42;;;;;;;;;;;;;;;;;;
ftv70.atsp;34754;ms;2064;1;45;41;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34935;ms;2087;1;46;41;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34801;ms;2072;1;45;41;45;44;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34471;ms;2084;1;46;41;45;45;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34992;ms;2072;1;43;39;42;43;39;;;;;;;;;;;;;;;;;;
ftv70.atsp;35027;ms;2075;1;45;41;44;44;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34790;ms;2122;1;45;41;44;44;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34982;ms;2099;1;46;41;44;45;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34862;ms;2100;1;45;41;44;45;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;34828;ms;2075;1;46;42;44;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34824;ms;2104;1;45;41;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;34771;ms;2099;1;44;40;44;44;40;;;;;;;;;;;;;;;;;;
ftv70.atsp;35014;ms;2072;1;45;41;45;44;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;35000;ms;2100;1;45;41;45;45;41;;;;;;;;;;;;;;;;;;
ftv70.atsp;35061;ms;2099;1;44;40;44;44;40;2089.53;2045;15.03561765;2122;43.018;35061;;;;;;;;;;;;
ftv70.atsp;39995;ms;2099;1;66;61;66;66;60;;;;;;;;;;;;;;;;;;
ftv70.atsp;40172;ms;2104;1;67;61;66;67;60;;;;;;;;;;;;;;;;;;
ftv70.atsp;40021;ms;2041;1;65;61;66;66;59;;;;;;;;;;;;;;;;;;
ftv70.atsp;39904;ms;2099;1;66;61;66;66;59;;;;;;;;;;;;;;;;;;
ftv70.atsp;39992;ms;2099;1;67;61;65;66;59;;;;;;;;;;;;;;;;;;
ftv70.atsp;39977;ms;2100;1;67;61;66;66;60;;;;;;;;;;;;;;;;;;
ftv70.atsp;40325;ms;2099;1;67;61;66;65;59;;;;;;;;;;;;;;;;;;
ftv70.atsp;40513;ms;2075;1;66;60;65;64;59;;;;;;;;;;;;;;;;;;
ftv70.atsp;40224;ms;2099;1;67;61;65;66;60;;;;;;;;;;;;;;;;;;
ftv70.atsp;40542;ms;2075;1;66;60;65;65;60;;;;;;;;;;;;;;;;;;
ftv70.atsp;39991;ms;2030;1;67;62;65;66;60;;;;;;;;;;;;;;;;;;
ftv70.atsp;40300;ms;2107;1;67;62;65;66;60;;;;;;;;;;;;;;;;;;
ftv70.atsp;40388;ms;2072;1;66;62;67;66;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;40035;ms;2099;1;67;60;66;66;60;;;;;;;;;;;;;;;;;;
ftv70.atsp;40379;ms;2099;1;66;60;66;66;60;;;;;;;;;;;;;;;;;;
ftv70.atsp;40186;ms;2072;1;66;61;67;66;60;;;;;;;;;;;;;;;;;;
ftv70.atsp;40235;ms;2065;1;66;60;65;65;59;;;;;;;;;;;;;;;;;;
ftv70.atsp;40166;ms;2072;1;68;61;68;67;62;;;;;;;;;;;;;;;;;;
ftv70.atsp;39994;ms;2078;1;67;61;67;67;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;39981;ms;2070;1;68;62;67;67;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;39859;ms;2100;1;67;61;67;67;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;39639;ms;2075;1;67;62;66;68;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;39804;ms;2072;1;67;61;67;67;60;;;;;;;;;;;;;;;;;;
ftv70.atsp;39801;ms;2072;1;65;59;64;63;59;;;;;;;;;;;;;;;;;;
ftv70.atsp;39907;ms;2099;1;63;58;62;63;56;;;;;;;;;;;;;;;;;;
ftv70.atsp;40549;ms;2099;1;68;63;68;68;62;;;;;;;;;;;;;;;;;;
ftv70.atsp;39833;ms;2099;1;69;62;69;66;62;;;;;;;;;;;;;;;;;;
ftv70.atsp;39912;ms;2072;1;68;62;68;67;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;39905;ms;2075;1;67;63;68;68;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;39883;ms;2075;1;68;62;68;67;62;;;;;;;;;;;;;;;;;;
ftv70.atsp;39953;ms;2099;1;67;62;66;66;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;39719;ms;2072;1;68;62;67;67;60;;;;;;;;;;;;;;;;;;
ftv70.atsp;39604;ms;2099;1;67;62;67;67;60;;;;;;;;;;;;;;;;;;
ftv70.atsp;39980;ms;2072;1;68;62;67;68;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;39764;ms;2099;1;67;61;67;67;60;;;;;;;;;;;;;;;;;;
ftv70.atsp;39880;ms;2099;1;67;61;67;66;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;39874;ms;2099;1;68;63;67;68;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;39624;ms;2100;1;68;62;67;67;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;39632;ms;2072;1;68;62;68;68;62;;;;;;;;;;;;;;;;;;
ftv70.atsp;39556;ms;2099;1;67;62;67;67;60;;;;;;;;;;;;;;;;;;
ftv70.atsp;39538;ms;2099;1;68;63;67;68;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;39783;ms;2075;1;69;63;68;69;62;;;;;;;;;;;;;;;;;;
ftv70.atsp;39424;ms;2026;1;68;63;67;69;62;;;;;;;;;;;;;;;;;;
ftv70.atsp;39520;ms;2099;1;67;62;67;68;60;;;;;;;;;;;;;;;;;;
ftv70.atsp;39725;ms;2072;1;69;63;67;68;62;;;;;;;;;;;;;;;;;;
ftv70.atsp;39757;ms;2072;1;69;63;68;68;62;;;;;;;;;;;;;;;;;;
ftv70.atsp;39869;ms;2099;1;69;63;68;68;62;;;;;;;;;;;;;;;;;;
ftv70.atsp;39670;ms;2072;1;68;62;67;68;60;;;;;;;;;;;;;;;;;;
ftv70.atsp;39589;ms;2102;1;69;62;68;68;62;;;;;;;;;;;;;;;;;;
ftv70.atsp;39529;ms;2099;1;68;62;67;67;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;39567;ms;2100;1;68;63;68;67;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;39504;ms;2099;1;68;63;68;67;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;39576;ms;2072;1;68;62;67;67;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;39438;ms;2041;1;68;62;68;68;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;39775;ms;2072;1;69;62;68;68;62;;;;;;;;;;;;;;;;;;
ftv70.atsp;39704;ms;2075;1;69;63;68;67;62;;;;;;;;;;;;;;;;;;
ftv70.atsp;39427;ms;2057;1;67;62;68;67;60;;;;;;;;;;;;;;;;;;
ftv70.atsp;39471;ms;2099;1;69;62;68;68;62;;;;;;;;;;;;;;;;;;
ftv70.atsp;39591;ms;2055;1;68;62;68;68;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;39687;ms;2072;1;68;62;67;66;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;39991;ms;2104;1;67;61;67;66;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;40317;ms;2075;1;65;60;65;66;59;;;;;;;;;;;;;;;;;;
ftv70.atsp;39960;ms;2072;1;67;62;68;68;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;40075;ms;2100;1;65;61;64;66;59;;;;;;;;;;;;;;;;;;
ftv70.atsp;39790;ms;2075;1;68;63;67;68;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;41769;ms;2100;1;65;60;64;65;59;;;;;;;;;;;;;;;;;;
ftv70.atsp;40113;ms;2102;1;63;57;62;62;57;;;;;;;;;;;;;;;;;;
ftv70.atsp;39824;ms;2065;1;68;62;68;68;61;;;;;;;;;;;;;;;;;;
ftv70.atsp;40993;ms;2075;1;68;62;67;67;60;;;;;;;;;;;;;;;;;;
ftv70.atsp;40208;ms;2102;1;67;60;66;66;60;;;;;;;;;;;;;;;;;;
